SOURCE_ID,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe
856919367958918016,165.36132128151925,56.86777174940386,24.217335374255608,0.02221552,11.142105,1.9326372,1.3295965
860660391843253888,166.55917090478957,59.70709756779119,18.665746319484686,0.019314216,14.365365,2.878955,1.1955692
916832448041239680,128.7849708106116,43.64224998198667,25.612523554654334,0.029467424,15.167584,2.7328157,1.0473514
142132596813836160,45.45230498082764,37.55532813142934,22.823587658319738,0.02671431,14.332077,2.9286585,1.2882705
144071108826683392,44.479145840909766,41.191588208265756,34.51523649326417,0.25928637,18.561724,4.614538,0.9100879
204847163812176896,71.15458494361572,44.02233250874847,21.81554940437365,0.042870436,15.793227,3.266489,1.030436
206312915890859264,74.57590118407204,45.446321701248046,47.47656647682602,0.019083234,13.160486,2.9356394,1.2837445
213627760590593792,82.43665857230854,50.09208191775638,17.626155167836558,0.051838912,16.172424,3.3738546,1.0307453
241273880959864704,50.453789822869005,43.413000645671794,21.966427971795436,0.021377472,12.362799,2.2190275,1.1195341
241343150191026304,50.172921604458935,43.74506707940919,19.149978626420086,1.00753,20.416857,2.5169487,1.1741977
243645699341060608,56.84246009876369,43.98288784291038,31.33882509769567,0.027680857,14.012205,-0.091685295,1.2353724
244635397245256960,54.76846717793567,44.88149020931506,24.448093093419498,0.021272123,8.422358,0.948884,0.9972827
246927363591873536,58.268618553142325,47.92828078907736,19.9166942916083,1.6188815,20.698778,2.5705776,0.9635841
248004472671505152,53.308984280240246,46.254504746324564,27.48085387139924,0.015828872,10.496969,1.7146101,0.9872436
252369224595029760,68.80876166310462,43.098378103102384,18.77224788177954,0.014219332,9.714418,1.2080135,0.9637825
252669352613600000,69.05946956215105,44.115064131822145,16.716930226062075,0.16641134,18.197147,4.1764736,0.9451346
254503754623418240,72.93393558425788,45.83165590842477,32.230393056668674,0.02940041,6.8036737,0.77790165,0.8899536
256898937624567680,67.64974173039164,46.43400544896408,26.377274511003233,0.03903927,14.972709,3.360425,1.3303748
266559590381963392,79.31533022414526,53.74355169254315,20.576726921425653,0.030581182,14.89493,2.7731504,1.0599395
268432913381353472,85.77888948257677,56.5878711913662,17.124938408080407,0.038583383,15.507513,2.9216852,1.0497202
269329878646074112,84.64561396195441,57.53182292378383,16.950390465450592,0.017317472,13.619485,2.4784908,1.1882503
270512575204709120,64.07583308205085,49.348916285604346,17.217429520612797,0.02174888,14.178691,2.6875257,1.1217663
281567133827357056,82.01096112155213,58.203662511105364,29.65705359942187,0.020210274,14.135875,2.855713,1.1272012
